,content,score,label,sentiment,length,num_word,encoded
100,thời gian giao hàng rất nhanh bị móp vỏ,4,1,neutral,39,9,"[[122 112  44  41 117  43 171 172   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
101,chất lượng sản phẩm tạm được,3,1,neutral,28,6,"[[ 2  3 24 54  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
102,không thấy cái muỗng của hộp sữa,3,1,neutral,32,7,"[[ 42  47 173 174 175  76  58   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
103,khách ko quét được mã vạch khách k hài lòng nên đợi sử dụng sp xem thế nào rồi tính tạm thời đánh giá 1 sao,1,0,negative,107,26,"[[ 36  49 176  54 177  36  69 164 143 178 125  52 179 180 181 182 183 184
  185  92   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
104,,5,2,positive,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
105,,5,2,positive,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
106,nhìn khâu đóng gói k thì thêm bỉm hơi mỏng,4,1,neutral,42,10,"[[186 187  94  69 140 188   6   7   8   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
107,bỉm form xấu lắm ạ mỏng lắm mình từng dùng nhiều dòng hippig rồi nhưng k dc ưng dòng này bên shop form lỏng k ôm mông k bo chun thấm hút tạm được mong nhà cc nhập dòng hippig cao cấp hơn 1 xíu để bán,4,1,neutral,199,47,"[[  6 189 190 124 146   8 124  39 191  21  86 192 193 181  15  69 194 131
  192 154 126 133 189 195  69 196 197  69 198  26 199 200  24  54  99  38
  201 202 192 193 203  29 185 204 205 206   0   0   0   0]]"
108,,2,0,negative,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
109,,1,0,negative,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
110,thấy hơi mỏng chút nhưng đỡ hơn cái mình đặt trên shopee,5,2,positive,56,12,"[[ 47   7   8 207  15 208  29 173  39 149 169 209   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
111,,5,2,positive,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
112,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
113,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
114,,5,2,positive,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
115,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
116,khách đã nhận hàng khen shop đóng gói rất cẩn thận,5,2,positive,50,11,"[[ 36 210 161  44 128 133  94  41 211   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
117,sản phẩm tốt thơm ngon dễ uống,5,2,positive,30,7,"[[ 3 31 98 82 60 40  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
118,thơm mùi đậu sẽ ủng hộ shop tiếp,5,2,positive,32,8,"[[ 98 212   1 213 214 133 215   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
119,sản phẩm tốt,5,2,positive,12,3,"[[ 3 31  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
120,chất lượng sản phẩm tuyệt vời,5,2,positive,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
121,đặt hai mà giao 1 lại còn giao nhầm ngũ cốc lợi sữa,5,2,positive,51,13,"[[149 216 217 112 185 121 157 112 218 219 220  58   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
122,giao hàng chậm nhưng ko sao đổi lại chất lượng ok,5,2,positive,49,11,"[[112  44 221  15  49  92  62 121   2  17   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
123,sp tuyệt vời quá sẽ quay lại lần sau,5,2,positive,36,9,"[[ 52   4  35 213 222 121  91 152   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
124,mau ngủ cốc bầu lạc lạc mà giao ngủ cốc lợi sữa cho khách k hài lòng,5,2,positive,68,17,"[[223  81 224 225 217 112  81 224 220  58 102  36  69 164   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
125,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
126,đóng gói sản phẩm chắc chắn,5,2,positive,27,6,"[[94  3 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
127,đóng gói kĩ và đẹp chưa dùng nên không biết sp thế nào,5,2,positive,54,13,"[[ 94 226  48  95 141  21 143  42 227  52 180   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
128,sản phẩm được đóng gói rất tốt giao hàng đến đúng ngày hẹn mình đã thử rất thơm ngon nha mọi người nên mua,5,2,positive,106,24,"[[  3  54  94  41  31 112  44 228 144 229 230  39 210  64  41  98  82  13
   19  20 143  93   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
129,hàng chính hãng shop gói hàng cẩn thận chu đáo,5,2,positive,46,10,"[[ 44 231 232 133 233  44 211 234   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
130,đóng gói kỹ hàng ok,5,2,positive,19,5,"[[94 75 44 17  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
131,khách phản hồi giao hàng quá lâu,5,2,positive,32,7,"[[ 36 235 112  44  35 113   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
132,rất đáng tiền,5,2,positive,13,3,"[[ 41 159 160   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
133,giao hàng rất lâu mua 2 mà giao 1 bên vận chuyển cũng xác nhận có 1 hộp khách của mình mới mua lần đầu nhờ nhận hàng hộ nên ko biết trong hộp có bao nhiêu dr maya đã 2 lần làm mình khốn đốn đợt trước giao húng chanh trong khi đặt ngũ cốc lợi sữa lần này mua 2 giao 1 trên phiếu vẫn để 1 6kg,5,2,positive,290,70,"[[112  44  41 113  93 236 217 112 185 126 237 238   1  46 185  76  36 175
   39 239  93  91 240 241 161  44 242 143  49 227 119  76  46 243 244 245
  210 236  91 246  39   1 153 156 112 247 119 248 149 219]]"
134,giao nhanh khách cào dc quà nhưng hêdt chương trình khuyến mãi rồi hihi,5,2,positive,71,14,"[[112 117  36 250 194  56  15   1 251 252 181   1   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
135,sản phẩm dễ uống thơm ngon cảm ơn shop,5,2,positive,38,9,"[[  3  60  40  98  82 253 133   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
136,uống ngon thơm không quá béo khách đang bầu tháng thứ 7 nên uống rất thích hợp,5,2,positive,78,17,"[[ 40  82  98  42  35   1  36 148 254 255 256 257 143  40  41   1   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
137,đã nhận được hàng hộp rất đẹp gói gọn gàng giao hàng nhanh sản phẩm rất thơm ngon và nhiều dinh dưỡng mình rất hài lòng về sản phẩm này,5,2,positive,135,30,"[[210 161  54  44  76  41  95 233   1 112  44 117   3  41  98  82  48  86
    1  39  41 164 258   3 154   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
138,rất đáng tiền,5,2,positive,13,3,"[[ 41 159 160   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
139,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
140,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
141,chất lượng sản phẩm tuyệt vời,5,2,positive,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
142,chất lượng sản phẩm tuyệt vời,5,2,positive,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
143,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
144,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
145,rất đáng tiền,5,2,positive,13,3,"[[ 41 159 160   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
146,chất lượng sản phẩm tuyệt vời,5,2,positive,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
147,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
148,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
149,thời gian giao hàng rất nhanh,5,2,positive,29,6,"[[122 112  44  41 117   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
150,chất lượng sản phẩm tuyệt vời,5,2,positive,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
151,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
152,thời gian giao hàng rất nhanh,5,2,positive,29,6,"[[122 112  44  41 117   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
153,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
154,chất lượng sản phẩm tuyệt vời,5,2,positive,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
155,rất đáng tiền,5,2,positive,13,3,"[[ 41 159 160   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
156,được,5,2,positive,4,1,"[[54  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
157,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
158,chưa dùng chưa biết nhưng giao hàng nhanh ạk,5,2,positive,44,9,"[[141  21 141 227  15 112  44 117   1   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
159,giao hàng rất nhanh nhan viên ship hàng nhiệt tình,5,2,positive,50,10,"[[112  44  41 117 259   1 260  44 261   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
160,sp ok ạ,5,2,positive,7,3,"[[ 52  17 146   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
161,sản phẩm ok,5,2,positive,11,3,"[[ 3 17  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
162,sản phẩm chất lượng nguyên seal luôn,5,2,positive,36,7,"[[262 263   1 134   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
163,sản phẩm rất tốt,5,2,positive,16,4,"[[ 3 41 31  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
164,chất lượng sản phẩm tuyệt vời,5,2,positive,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
165,chất lượng sản phẩm tuyệt vời,5,2,positive,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
166,ngũ cốc dễ uống thơm ngon lắm,5,2,positive,29,7,"[[219  60  40  98  82 124   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
167,sản phẩm tốt rất chất lượng gói hàng cẩn thận giáo hàng nhanh,5,2,positive,61,13,"[[  3  31  41   2 233  44 211 264  44 117   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
168,đóng gói kĩ hàng giao hơi lâu so với dự kiến,5,2,positive,44,11,"[[ 94 226  44 112   7 113 129  10 265   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
169,sản phẩm tốt,5,2,positive,12,3,"[[ 3 31  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
170,khách khen dễ uống,5,2,positive,18,4,"[[ 36 128  60  40   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
171,giao hàng nhanh đóng gói cẩn thận hàng còn có phiếu bảo hành,5,2,positive,60,13,"[[112  44 117  94 211  44 157  46 249 266   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
172,giao hàng nhanh đóng gói đẹp sản phẩm check được mã vạch,5,2,positive,56,12,"[[112  44 117  94  95   3 267  54 177   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
173,thơm ngon,5,2,positive,9,2,"[[98 82  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
174,sp đóng gói chắc chắn hộp to đùng luôn,5,2,positive,38,9,"[[ 52  94  96  76   1 134   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
175,spt,5,2,positive,3,1,"[[268   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
176,khach hàng phản ánh ok,5,2,positive,22,5,"[[269  44 270  17   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
177,chất lượng sản phẩm tuyệt vời,5,2,positive,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
178,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
179,chất lượng sản phẩm tuyệt vời,5,2,positive,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
180,rất đáng tiền,5,2,positive,13,3,"[[ 41 159 160   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
181,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
182,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
183,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
184,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
185,chất lượng sản phẩm tuyệt vời,5,2,positive,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
186,chất lượng sản phẩm tuyệt vời,5,2,positive,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
187,chất lượng sản phẩm tuyệt vời,5,2,positive,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
188,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
189,chất lượng sản phẩm tuyệt vời,5,2,positive,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
190,chất lượng sản phẩm tuyệt vời,5,2,positive,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
191,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
192,chất lượng sản phẩm tuyệt vời,5,2,positive,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
193,đóng gói sản phẩm rất đẹp và chắc chắn nhưng có 1 gói bị bục ra,5,2,positive,63,16,"[[ 94   3  41  95  48  96  15  46 185 233  43   1 271   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
194,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
195,chất lượng sản phẩm tuyệt vời,5,2,positive,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
